139,"2011.03.09_23:50:11_TAI"
140,"2011.03.09_23:50:56_TAI"
141,"2011.03.09_23:51:41_TAI"
142,"2011.03.09_23:52:26_TAI"
143,"2011.03.09_23:53:11_TAI"
144,"2011.03.09_23:53:56_TAI"
145,"2011.03.09_23:54:41_TAI"
146,"2011.03.09_23:55:26_TAI"
147,"2011.03.09_23:56:11_TAI"
148,"2011.03.09_23:56:56_TAI"
149,"2011.03.09_23:57:41_TAI"
150,"2011.03.09_23:58:26_TAI"
151,"2011.03.09_23:59:11_TAI"
152,"2011.03.09_23:59:56_TAI"
153,"2011.03.10_00:00:41_TAI"
154,"2011.03.10_00:01:26_TAI"
155,"2011.03.10_00:02:11_TAI"
156,"2011.03.10_00:02:56_TAI"
157,"2011.03.10_00:03:41_TAI"
158,"2011.03.10_00:04:26_TAI"
159,"2011.03.10_00:05:11_TAI"
160,"2011.03.10_00:05:56_TAI"
161,"2011.03.10_00:06:41_TAI"
162,"2011.03.10_00:07:26_TAI"
163,"2011.03.10_00:08:11_TAI"
164,"2011.03.10_00:08:56_TAI"
165,"2011.03.10_00:09:41_TAI"
166,"2011.03.10_00:10:26_TAI"
167,"2011.03.10_00:11:11_TAI"
168,"2011.03.10_00:11:56_TAI"
169,"2011.03.10_00:12:41_TAI"
170,"2011.03.10_00:13:26_TAI"
171,"2011.03.10_00:14:11_TAI"
172,"2011.03.10_00:14:56_TAI"
173,"2011.03.10_00:15:41_TAI"
174,"2011.03.10_00:16:26_TAI"
175,"2011.03.10_00:17:11_TAI"
176,"2011.03.10_00:17:56_TAI"
177,"2011.03.10_00:18:41_TAI"
178,"2011.03.10_00:19:26_TAI"
179,"2011.03.10_00:20:11_TAI"
180,"2011.03.10_00:20:56_TAI"
181,"2011.03.10_00:21:41_TAI"
182,"2011.03.10_00:22:26_TAI"
183,"2011.03.10_00:23:11_TAI"
184,"2011.03.10_00:23:56_TAI"
185,"2011.03.10_00:33:41_TAI"
186,"2011.03.10_00:43:26_TAI"
187,"2011.03.10_00:53:11_TAI"
188,"2011.03.10_01:03:41_TAI"
189,"2011.03.10_01:13:26_TAI"
190,"2011.03.10_01:23:11_TAI"
191,"2011.03.10_01:32:57_TAI"
192,"2011.03.10_01:33:42_TAI"
193,"2011.03.10_01:43:27_TAI"
194,"2011.03.10_01:53:12_TAI"
195,"2011.03.10_02:02:57_TAI"
196,"2011.03.10_02:03:42_TAI"
197,"2011.03.10_02:13:27_TAI"
198,"2011.03.10_02:23:12_TAI"
199,"2011.03.10_02:32:57_TAI"
200,"2011.03.10_02:33:42_TAI"
201,"2011.03.10_02:43:27_TAI"
202,"2011.03.10_02:53:12_TAI"
203,"2011.03.10_03:02:57_TAI"
204,"2011.03.10_03:03:42_TAI"
205,"2011.03.10_03:13:27_TAI"
206,"2011.03.10_03:23:12_TAI"
